strategy,mean_distance_mm_mean,mean_distance_mm_median,mean_distance_mm_std,percent_within_10mm_mean,percent_within_10mm_median,percent_within_10mm_std,runtime_sec_mean,runtime_sec_median,runtime_sec_std
rigid_affine,6.862500058583343,6.541163853882233,2.529880955135017,74.7290260825886,74.30939226519338,13.550273312509672,2.198800872052088,1.9897036000620574,0.7578222572724189
